Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDO10,13.65,Regular,0,Snack Foods,58.76,OUT019,1985,Small,Tier 1,Grocery Store,400.81
DRL47,19.7,Low Fat,0.038815341,Hard Drinks,124.24,OUT045,2002,Small,Tier 2,Supermarket Type1,1887.54
FDA50,16.25,Low Fat,0.152632413,Dairy,98.44,OUT019,1985,Small,Tier 1,Grocery Store,96.54
FDU23,12.15,Low Fat,0.021618297,Breads,167.12,OUT027,1985,Medium,Tier 3,Supermarket Type3,2476.78
FDR27,15.1,Regular,0.096491904,Meat,134.49,OUT018,2009,Medium,Tier 3,Supermarket Type2,1854.92
DRH36,16.2,Low Fat,0.033568871,Soft Drinks,74.97,OUT017,2007,Small,Tier 2,Supermarket Type1,2162.52
FDZ51,11.3,Regular,0.054507422,Meat,96.31,OUT013,1987,High,Tier 3,Supermarket Type1,666.47
FDQ40,11.1,Regular,0.063079544,Frozen Foods,175.77,OUT019,1985,Small,Tier 1,Grocery Store,351.54
FDB17,13.15,Low Fat,0.064208126,Frozen Foods,180.2,OUT019,1985,Small,Tier 1,Grocery Store,181.1
FDQ16,19.7,Low Fat,0.041974489,Frozen Foods,108.69,OUT017,2007,Small,Tier 2,Supermarket Type1,2183.82
FDG09,20.6,Regular,0.048207431,Fruits and Vegetables,188.06,OUT017,2007,Small,Tier 2,Supermarket Type1,2065.31
DRI59,9.5,Low Fat,0.041065647,Hard Drinks,223.51,OUT017,2007,Small,Tier 2,Supermarket Type1,4697.88
FDH47,13.5,Regular,0.128709014,Starchy Foods,96.11,OUT013,1987,High,Tier 3,Supermarket Type1,1846.93
FDA21,13.65,Low Fat,0.03596071,Snack Foods,186.39,OUT046,1997,Small,Tier 1,Supermarket Type1,1665.83
NCO05,7.27,Low Fat,0.046520703,Health and Hygiene,97.74,OUT013,1987,High,Tier 3,Supermarket Type1,591.23
NCL31,7.39,Low Fat,0.210596485,Others,144.75,OUT019,1985,Small,Tier 1,Grocery Store,143.15
NCH42,6.86,Low Fat,0.03674399,Household,231.2,OUT017,2007,Small,Tier 2,Supermarket Type1,6201.93
FDG57,14.7,Low Fat,0.072238195,Fruits and Vegetables,47.5,OUT013,1987,High,Tier 3,Supermarket Type1,972.07
NCQ50,18.75,Low Fat,0.034141213,Household,211.92,OUT027,1985,Medium,Tier 3,Supermarket Type3,3419.55
FDK24,9.195,Low Fat,0.101500374,Baking Goods,45.27,OUT045,2002,Small,Tier 2,Supermarket Type1,679.12
DRG39,14.15,Low Fat,0.042246575,Dairy,54.3,OUT049,1999,Medium,Tier 1,Supermarket Type1,1104.56
FDX46,12.3,Regular,0.058105769,Snack Foods,60.46,OUT035,2004,Small,Tier 2,Supermarket Type1,1777.69
FDY01,11.8,Regular,0.170141787,Canned,116.78,OUT013,1987,High,Tier 3,Supermarket Type1,2303.67
FDJ40,13.6,Regular,0.049579883,Frozen Foods,110.09,OUT035,2004,Small,Tier 2,Supermarket Type1,1965.44
FDS01,11.6,Low Fat,0,Canned,178.27,OUT049,1999,Medium,Tier 1,Supermarket Type1,1955.45
FDJ09,15,Low Fat,0.058725134,Snack Foods,43.67,OUT017,2007,Small,Tier 2,Supermarket Type1,407.47
FDT49,7,Low Fat,0,Canned,105.63,OUT049,1999,Medium,Tier 1,Supermarket Type1,1384.86
FDW50,13.1,Low Fat,0.075695552,Dairy,168.42,OUT049,1999,Medium,Tier 1,Supermarket Type1,1504.04
FDV39,11.3,Low Fat,0.007321067,Meat,197.74,OUT017,2007,Small,Tier 2,Supermarket Type1,2570.65
FDY36,12.3,Low Fat,0.009463757,Baking Goods,73.84,OUT017,2007,Small,Tier 2,Supermarket Type1,1245.05
NCE18,10,Low Fat,0.021407511,Household,248.18,OUT013,1987,High,Tier 3,Supermarket Type1,3495.45
FDB05,5.155,Low Fat,0.145669556,Frozen Foods,247.28,OUT019,1985,Small,Tier 1,Grocery Store,743.03
FDK14,6.98,Low Fat,0.041273236,Canned,82.49,OUT018,2009,Medium,Tier 3,Supermarket Type2,982.72
FDP10,19,Low Fat,0.128090139,Snack Foods,107.06,OUT046,1997,Small,Tier 1,Supermarket Type1,1376.21
FDC45,17,Low Fat,0.135707553,Fruits and Vegetables,172.51,OUT035,2004,Small,Tier 2,Supermarket Type1,2053.33
FDS48,15.15,Low Fat,0.027774002,Baking Goods,152.37,OUT035,2004,Small,Tier 2,Supermarket Type1,3159.89
FDX04,19.6,Regular,0.07278643,Frozen Foods,49.44,OUT019,1985,Small,Tier 1,Grocery Store,191.75
FDQ20,8.325,Low Fat,0.029640604,Fruits and Vegetables,40.81,OUT027,1985,Medium,Tier 3,Supermarket Type3,1543.32
FDU13,8.355,Low Fat,0.187939003,Canned,146.94,OUT045,2002,Small,Tier 2,Supermarket Type1,1029.99
NCR53,12.15,Low Fat,0.14492016,Health and Hygiene,224.44,OUT013,1987,High,Tier 3,Supermarket Type1,1800.32
FDN49,17.25,Regular,0.125419157,Breakfast,40.05,OUT049,1999,Medium,Tier 1,Supermarket Type1,399.48
FDR31,6.46,Regular,0.049121972,Fruits and Vegetables,144.61,OUT013,1987,High,Tier 3,Supermarket Type1,2916.2
DRI03,6.03,Low Fat,0,Dairy,175.3,OUT027,1985,Medium,Tier 3,Supermarket Type3,3719.16
FDL58,5.78,Regular,0.074149074,Snack Foods,262.26,OUT046,1997,Small,Tier 1,Supermarket Type1,5273.14
NCJ05,18.7,Low Fat,0.04604992,Health and Hygiene,151.97,OUT013,1987,High,Tier 3,Supermarket Type1,3354.3
FDS10,19.2,Low Fat,0.035384612,Snack Foods,180.33,OUT017,2007,Small,Tier 2,Supermarket Type1,3428.2
FDK34,13.35,Low Fat,0.038340116,Snack Foods,240.16,OUT027,1985,Medium,Tier 3,Supermarket Type3,7150.69
FDW48,18,Low Fat,0,Baking Goods,81.86,OUT019,1985,Small,Tier 1,Grocery Store,161.12
FDE08,18.2,Low Fat,0.049080853,Fruits and Vegetables,147.77,OUT027,1985,Medium,Tier 3,Supermarket Type3,4602.68
NCH06,12.3,Low Fat,0.076183667,Household,245.65,OUT027,1985,Medium,Tier 3,Supermarket Type3,3695.19
FDV08,7.35,Low Fat,0.028711412,Fruits and Vegetables,39.95,OUT018,2009,Medium,Tier 3,Supermarket Type2,377.51
FDQ15,20.35,Regular,0,Meat,81.63,OUT046,1997,Small,Tier 1,Supermarket Type1,1787.01
FDL56,14.1,Low Fat,0.12517151,Fruits and Vegetables,88.92,OUT027,1985,Medium,Tier 3,Supermarket Type3,3139.91
DRC12,17.85,Low Fat,0.037826873,Soft Drinks,189.72,OUT046,1997,Small,Tier 1,Supermarket Type1,2285.03
FDX49,4.615,Regular,0.101747034,Canned,231.33,OUT013,1987,High,Tier 3,Supermarket Type1,4660.6
FDJ09,15,Low Fat,0,Snack Foods,47.27,OUT035,2004,Small,Tier 2,Supermarket Type1,679.12
FDN23,6.575,Regular,0.075142108,Breads,145.84,OUT027,1985,Medium,Tier 3,Supermarket Type3,3773.75
DRD01,12.1,Regular,0.061424738,Soft Drinks,56.76,OUT018,2009,Medium,Tier 3,Supermarket Type2,1049.97
FDS43,11.65,Low Fat,0.040597054,Fruits and Vegetables,187.32,OUT045,2002,Small,Tier 2,Supermarket Type1,1864.24
FDY48,14,Low Fat,0.041556697,Baking Goods,104.43,OUT019,1985,Small,Tier 1,Grocery Store,307.6
FDU12,15.5,Regular,0.126791761,Baking Goods,262.16,OUT010,1998,Medium,Tier 3,Grocery Store,527.31
FDX33,9.195,Regular,0.117484834,Snack Foods,158.56,OUT046,1997,Small,Tier 1,Supermarket Type1,2406.87
FDH45,15.1,Regular,0.106097275,Fruits and Vegetables,43.28,OUT018,2009,Medium,Tier 3,Supermarket Type2,123.84
FDJ10,5.095,Regular,0.129395895,Snack Foods,140.38,OUT013,1987,High,Tier 3,Supermarket Type1,1826.29
FDX32,15.1,Regular,0.100265027,Fruits and Vegetables,142.58,OUT018,2009,Medium,Tier 3,Supermarket Type2,3323.01
DRG51,12.1,Low Fat,0.011557563,Dairy,165.35,OUT049,1999,Medium,Tier 1,Supermarket Type1,3453.5
NCB31,6.235,Low Fat,0.119157788,Household,263.79,OUT018,2009,Medium,Tier 3,Supermarket Type2,2103.93
FDW47,15,Low Fat,0.077622622,Breads,121.84,OUT010,1998,Medium,Tier 3,Grocery Store,243.68
FDT20,10.5,Low Fat,0.041194986,Fruits and Vegetables,39.12,OUT027,1985,Medium,Tier 3,Supermarket Type3,1235.72
FDI34,10.65,Regular,0.085135953,Snack Foods,232.37,OUT046,1997,Small,Tier 1,Supermarket Type1,3685.87
FDH56,9.8,Regular,0.106816919,Fruits and Vegetables,114.25,OUT010,1998,Medium,Tier 3,Grocery Store,463.4
DRJ47,18.25,Low Fat,0.04421348,Hard Drinks,173.41,OUT013,1987,High,Tier 3,Supermarket Type1,1038.65
FDP04,15.35,Low Fat,0.013745883,Frozen Foods,62.02,OUT027,1985,Medium,Tier 3,Supermarket Type3,1534
NCZ06,19.6,Low Fat,0.094308058,Household,251.87,OUT049,1999,Medium,Tier 1,Supermarket Type1,3551.38
FDY37,17,Regular,0.026622757,Canned,144.25,OUT045,2002,Small,Tier 2,Supermarket Type1,3149.23
FDO46,9.6,Regular,0.014234595,Snack Foods,190.29,OUT049,1999,Medium,Tier 1,Supermarket Type1,4727.18
FDI10,8.51,Regular,0.078526225,Snack Foods,173.54,OUT049,1999,Medium,Tier 1,Supermarket Type1,5000.82
NCT42,5.88,Low Fat,0.0249887,Household,150.34,OUT018,2009,Medium,Tier 3,Supermarket Type2,447.42
FDE29,8.905,Low Fat,0.143712172,Frozen Foods,60.29,OUT018,2009,Medium,Tier 3,Supermarket Type2,1151.17
FDQ11,5.695,Regular,0.067373081,Breads,258.9,OUT027,1985,Medium,Tier 3,Supermarket Type3,3083.99
FDS20,8.85,Low Fat,0.053822086,Fruits and Vegetables,183.83,OUT013,1987,High,Tier 3,Supermarket Type1,2554.01
FDR26,20.7,Low Fat,0.043011277,Dairy,177.2,OUT018,2009,Medium,Tier 3,Supermarket Type2,3364.95
NCH43,8.42,Low Fat,0.123557061,Household,216.62,OUT019,1985,Small,Tier 1,Grocery Store,215.72
FDO25,6.3,Low Fat,0.127968205,Canned,209.63,OUT018,2009,Medium,Tier 3,Supermarket Type2,3984.81
FDB40,17.5,Regular,0.007570599,Dairy,144.61,OUT018,2009,Medium,Tier 3,Supermarket Type2,2187.15
FDB14,20.25,Regular,0,Canned,92.31,OUT019,1985,Small,Tier 1,Grocery Store,372.85
FDW23,5.765,Low Fat,0.081996785,Baking Goods,40.12,OUT035,2004,Small,Tier 2,Supermarket Type1,540.63
FDZ23,17.75,Regular,0.067777778,Baking Goods,186.92,OUT018,2009,Medium,Tier 3,Supermarket Type2,3169.21
FDX35,5.035,Regular,0.080362549,Breads,229,OUT017,2007,Small,Tier 2,Supermarket Type1,4326.37
FDX24,8.355,Low Fat,0.013929059,Baking Goods,94.15,OUT046,1997,Small,Tier 1,Supermarket Type1,2221.11
DRG15,6.13,Low Fat,0.077169953,Dairy,63.05,OUT017,2007,Small,Tier 2,Supermarket Type1,1225.07
FDY60,10.5,Regular,0,Baking Goods,143.31,OUT046,1997,Small,Tier 1,Supermarket Type1,1438.13
FDK02,12.5,Low Fat,0.112681821,Canned,119.14,OUT018,2009,Medium,Tier 3,Supermarket Type2,3235.79
FDK24,9.195,Low Fat,0.10080442,Baking Goods,45.47,OUT027,1985,Medium,Tier 3,Supermarket Type3,1041.31
NCA05,20.75,Low Fat,0.02512588,Health and Hygiene,150.47,OUT035,2004,Small,Tier 2,Supermarket Type1,890.84
FDN33,6.305,Regular,0.122519571,Snack Foods,93.04,OUT027,1985,Medium,Tier 3,Supermarket Type3,2363.59
FDA09,13.35,Regular,0.15021128,Snack Foods,179.07,OUT017,2007,Small,Tier 2,Supermarket Type1,2696.49
FDK50,7.96,Low Fat,0.028357839,Canned,163.29,OUT035,2004,Small,Tier 2,Supermarket Type1,4530.1
NCE55,8.92,Low Fat,0.130663423,Household,175.24,OUT017,2007,Small,Tier 2,Supermarket Type1,2117.24
FDG12,6.635,Regular,0.006335942,Baking Goods,121.81,OUT049,1999,Medium,Tier 1,Supermarket Type1,2048.67
FDC37,15.5,Low Fat,0.032845997,Baking Goods,106.79,OUT013,1987,High,Tier 3,Supermarket Type1,3215.81
DRG15,6.13,Low Fat,0.076735903,Dairy,62.45,OUT046,1997,Small,Tier 1,Supermarket Type1,1225.07
FDQ58,7.315,Low Fat,0.01530184,Snack Foods,154.43,OUT046,1997,Small,Tier 1,Supermarket Type1,1378.21
FDQ51,16,Regular,0.029377239,Meat,46.17,OUT010,1998,Medium,Tier 3,Grocery Store,94.54
FDR46,16.85,Low Fat,0.233356571,Snack Foods,146.58,OUT010,1998,Medium,Tier 3,Grocery Store,439.43
FDC50,15.85,Low Fat,0.137053947,Canned,94.41,OUT018,2009,Medium,Tier 3,Supermarket Type2,1047.3
FDJ09,15,Low Fat,0,Snack Foods,43.47,OUT046,1997,Small,Tier 1,Supermarket Type1,543.29
NCC18,19.1,Low Fat,0.177236497,Household,172.34,OUT035,2004,Small,Tier 2,Supermarket Type1,2586.63
FDL04,19,Low Fat,0.111830282,Frozen Foods,105.46,OUT013,1987,High,Tier 3,Supermarket Type1,952.76
FDH48,13.5,Low Fat,0,Baking Goods,84.65,OUT049,1999,Medium,Tier 1,Supermarket Type1,1211.76
FDD38,16.75,Regular,0.008204465,Canned,99.87,OUT049,1999,Medium,Tier 1,Supermarket Type1,2342.95
FDT47,5.26,Regular,0.02439015,Breads,95.91,OUT027,1985,Medium,Tier 3,Supermarket Type3,3207.82
FDE41,9.195,Regular,0.064143995,Frozen Foods,85.96,OUT045,2002,Small,Tier 2,Supermarket Type1,1691.13
FDH19,19.35,Low Fat,0.033275634,Meat,173.87,OUT017,2007,Small,Tier 2,Supermarket Type1,2432.83
FDW26,11.8,Regular,0.107662745,Dairy,224.18,OUT017,2007,Small,Tier 2,Supermarket Type1,2890.9
FDW35,10.6,Low Fat,0.01115195,Breads,40.65,OUT017,2007,Small,Tier 2,Supermarket Type1,167.78
FDQ55,13.65,Regular,0.013064516,Fruits and Vegetables,115.58,OUT045,2002,Small,Tier 2,Supermarket Type1,1382.2
FDV22,14.85,Regular,0.009954237,Snack Foods,158.26,OUT049,1999,Medium,Tier 1,Supermarket Type1,2659.87
NCN29,15.2,Low Fat,0.021214364,Health and Hygiene,48.2,OUT019,1985,Small,Tier 1,Grocery Store,97.21
FDQ26,13.5,Regular,0.067859568,Dairy,60.16,OUT035,2004,Small,Tier 2,Supermarket Type1,1599.92
FDV24,5.635,Low Fat,0.103481775,Baking Goods,150.01,OUT045,2002,Small,Tier 2,Supermarket Type1,1797.66
FDG50,7.405,Low Fat,0.015358176,Canned,92.41,OUT017,2007,Small,Tier 2,Supermarket Type1,1459.43
NCF42,17.35,Low Fat,0.293066133,Household,177.07,OUT019,1985,Small,Tier 1,Grocery Store,351.54
FDT46,11.35,Low Fat,0.030981392,Snack Foods,51.9,OUT017,2007,Small,Tier 2,Supermarket Type1,708.41
DRE49,20.75,Low Fat,0,Soft Drinks,153.8,OUT027,1985,Medium,Tier 3,Supermarket Type3,7741.92
FDV56,16.1,Regular,0.013623294,Fruits and Vegetables,109.36,OUT045,2002,Small,Tier 2,Supermarket Type1,1186.46
FDD32,17.7,Regular,0.041098734,Fruits and Vegetables,80.93,OUT018,2009,Medium,Tier 3,Supermarket Type2,487.37
NCN19,13.1,Low Fat,0.01209726,Others,188.85,OUT035,2004,Small,Tier 2,Supermarket Type1,3225.8
FDQ48,14.3,Regular,0.034382602,Baking Goods,96.57,OUT013,1987,High,Tier 3,Supermarket Type1,2251.07
FDW34,9.6,Low Fat,0.035406842,Snack Foods,244.32,OUT027,1985,Medium,Tier 3,Supermarket Type3,8262.58
NCS38,8.6,Low Fat,0.090374342,Household,114.32,OUT045,2002,Small,Tier 2,Supermarket Type1,1946.8
FDL58,5.78,Regular,0.074451126,Snack Foods,264.56,OUT018,2009,Medium,Tier 3,Supermarket Type2,6327.76
FDY59,8.195,Low Fat,0.031467128,Baking Goods,91.85,OUT045,2002,Small,Tier 2,Supermarket Type1,2313.66
FDZ03,13.65,Regular,0.078786674,Dairy,184.82,OUT046,1997,Small,Tier 1,Supermarket Type1,3355.63
FDP60,17.35,Low Fat,0.056032247,Baking Goods,102.3,OUT045,2002,Small,Tier 2,Supermarket Type1,1619.23
NCI30,20.25,Low Fat,0.058935522,Household,246.65,OUT046,1997,Small,Tier 1,Supermarket Type1,2463.46
FDO03,10.395,Regular,0.064577332,Meat,230.54,OUT019,1985,Small,Tier 1,Grocery Store,687.11
FDZ20,16.1,Low Fat,0.034306962,Fruits and Vegetables,252.34,OUT046,1997,Small,Tier 1,Supermarket Type1,3815.03
FDQ31,5.785,Regular,0.053586458,Fruits and Vegetables,89.79,OUT027,1985,Medium,Tier 3,Supermarket Type3,966.74
FDY03,17.6,Regular,0.076431919,Meat,113.22,OUT018,2009,Medium,Tier 3,Supermarket Type2,2025.36
FDW45,18,Low Fat,0.039090105,Snack Foods,148.44,OUT045,2002,Small,Tier 2,Supermarket Type1,4119.97
NCO41,12.5,Low Fat,0.031549131,Health and Hygiene,99.04,OUT010,1998,Medium,Tier 3,Grocery Store,197.08
FDK16,9.065,Low Fat,0.115233813,Frozen Foods,94.41,OUT013,1987,High,Tier 3,Supermarket Type1,2856.28
FDZ16,16.85,Regular,0.159825617,Frozen Foods,195.55,OUT035,2004,Small,Tier 2,Supermarket Type1,4262.45
NCD18,16,Low Fat,0.073080167,Household,228.47,OUT017,2007,Small,Tier 2,Supermarket Type1,2534.03
FDF52,9.3,Low Fat,0.066727717,Frozen Foods,181.63,OUT013,1987,High,Tier 3,Supermarket Type1,2371.58
FDF09,6.215,Low Fat,0.012146608,Fruits and Vegetables,37.98,OUT035,2004,Small,Tier 2,Supermarket Type1,782.98
FDW43,20.1,Regular,0.022552083,Fruits and Vegetables,226.6,OUT017,2007,Small,Tier 2,Supermarket Type1,6831.11
FDU19,8.77,Regular,0.047036036,Fruits and Vegetables,170.54,OUT017,2007,Small,Tier 2,Supermarket Type1,2759.08
FDA50,16.25,Low Fat,0.087158654,Dairy,95.14,OUT035,2004,Small,Tier 2,Supermarket Type1,2220.44
FDS48,15.15,Low Fat,0.027756137,Baking Goods,150.47,OUT013,1987,High,Tier 3,Supermarket Type1,2106.59
NCH07,13.15,Low Fat,0.092589917,Household,159.56,OUT013,1987,High,Tier 3,Supermarket Type1,1901.52
NCK54,12.15,Low Fat,0,Household,117.62,OUT013,1987,High,Tier 3,Supermarket Type1,1514.7
FDD53,16.2,Low Fat,0.077427883,Frozen Foods,41.85,OUT019,1985,Small,Tier 1,Grocery Store,41.95
FDV58,20.85,Low Fat,0.121227447,Snack Foods,197.55,OUT035,2004,Small,Tier 2,Supermarket Type1,4306.39
FDI08,18.2,Regular,0.066284519,Fruits and Vegetables,247.21,OUT035,2004,Small,Tier 2,Supermarket Type1,3486.13
FDD08,8.3,Low Fat,0.03549838,Fruits and Vegetables,36.65,OUT018,2009,Medium,Tier 3,Supermarket Type2,455.41
FDX34,6.195,Low Fat,0.072131519,Snack Foods,120.11,OUT045,2002,Small,Tier 2,Supermarket Type1,2892.24
FDX55,15.1,Low Fat,0,Fruits and Vegetables,216.42,OUT045,2002,Small,Tier 2,Supermarket Type1,2830.32
NCS05,11.5,Low Fat,0.021020616,Health and Hygiene,130.79,OUT045,2002,Small,Tier 2,Supermarket Type1,2782.38
FDL04,19,Low Fat,0.111902259,Frozen Foods,105.46,OUT035,2004,Small,Tier 2,Supermarket Type1,1905.52
FDJ53,10.5,Low Fat,0.071548187,Frozen Foods,120.21,OUT018,2009,Medium,Tier 3,Supermarket Type2,602.55
FDB47,8.8,Low Fat,0.071540443,Snack Foods,210.66,OUT049,1999,Medium,Tier 1,Supermarket Type1,2508.73
NCS29,9,Low Fat,0.121765124,Health and Hygiene,264.19,OUT019,1985,Small,Tier 1,Grocery Store,264.99
FDB33,17.75,Low Fat,0.014609738,Fruits and Vegetables,160.43,OUT045,2002,Small,Tier 2,Supermarket Type1,3182.52
FDL52,6.635,Regular,0.080697998,Frozen Foods,39.85,OUT019,1985,Small,Tier 1,Grocery Store,37.95
FDB03,17.75,Regular,0.156802171,Dairy,242.15,OUT035,2004,Small,Tier 2,Supermarket Type1,4326.37
FDW20,20.75,Low Fat,0.024144862,Fruits and Vegetables,123.37,OUT035,2004,Small,Tier 2,Supermarket Type1,2093.94
FDT10,16.7,Regular,0.062297249,Snack Foods,60.66,OUT018,2009,Medium,Tier 3,Supermarket Type2,592.56
FDK04,7.36,Low Fat,0.052058711,Frozen Foods,55.56,OUT027,1985,Medium,Tier 3,Supermarket Type3,1145.18
NCL07,13.85,Low Fat,0.031402114,Others,40.25,OUT045,2002,Small,Tier 2,Supermarket Type1,319.58
FDZ31,15.35,Regular,0.113217223,Fruits and Vegetables,191.15,OUT046,1997,Small,Tier 1,Supermarket Type1,1725.75
FDE45,12.1,Low Fat,0,Fruits and Vegetables,177.3,OUT035,2004,Small,Tier 2,Supermarket Type1,3044.7
NCK54,12.15,Low Fat,0,Household,118.52,OUT018,2009,Medium,Tier 3,Supermarket Type2,1398.18
DRE15,13.35,Low Fat,0.031139933,Dairy,74.8,OUT019,1985,Small,Tier 1,Grocery Store,303.6
NCQ38,16.35,Low Fat,0.013363902,Others,106.13,OUT035,2004,Small,Tier 2,Supermarket Type1,1917.5
FDB08,6.055,Low Fat,0.030952737,Fruits and Vegetables,160.16,OUT027,1985,Medium,Tier 3,Supermarket Type3,3048.7
DRF49,7.27,Low Fat,0.07136748,Soft Drinks,111.85,OUT018,2009,Medium,Tier 3,Supermarket Type2,2277.04
DRC27,13.8,Low Fat,0.058192802,Dairy,246.98,OUT049,1999,Medium,Tier 1,Supermarket Type1,5896.32
FDB37,20.25,Regular,0.022976493,Baking Goods,240.35,OUT049,1999,Medium,Tier 1,Supermarket Type1,4086.01
FDS35,9.3,Low Fat,0.111220521,Breads,65.78,OUT046,1997,Small,Tier 1,Supermarket Type1,968.74
FDE47,14.15,Low Fat,0.037967687,Starchy Foods,125.6,OUT049,1999,Medium,Tier 1,Supermarket Type1,1618.56
NCT53,5.4,Low Fat,0,Health and Hygiene,164.55,OUT027,1985,Medium,Tier 3,Supermarket Type3,2302.34
FDL14,8.115,Regular,0.032158866,Canned,154.9,OUT046,1997,Small,Tier 1,Supermarket Type1,1713.77
FDP21,7.42,Regular,0.045068892,Snack Foods,190.89,OUT019,1985,Small,Tier 1,Grocery Store,945.44
NCV54,11.1,Low Fat,0.033176087,Household,120.11,OUT045,2002,Small,Tier 2,Supermarket Type1,1896.2
NCO41,12.5,Low Fat,0.018845298,Health and Hygiene,96.74,OUT035,2004,Small,Tier 2,Supermarket Type1,2759.08
FDQ59,9.8,Regular,0.056375879,Breads,84.69,OUT035,2004,Small,Tier 2,Supermarket Type1,1006.69
FDQ01,19.7,Regular,0.161356273,Canned,253.1,OUT018,2009,Medium,Tier 3,Supermarket Type2,2805.02
FDQ48,14.3,Regular,0.034605882,Baking Goods,95.97,OUT017,2007,Small,Tier 2,Supermarket Type1,2153.2
FDP09,19.75,Low Fat,0.033942546,Snack Foods,213.59,OUT049,1999,Medium,Tier 1,Supermarket Type1,4460.19
FDK55,18.5,Low Fat,0.025740259,Meat,89.42,OUT013,1987,High,Tier 3,Supermarket Type1,1605.91
NCJ43,6.635,Low Fat,0.026938317,Household,174.14,OUT027,1985,Medium,Tier 3,Supermarket Type3,4012.11
FDI07,12.35,Regular,0.033754478,Meat,199.04,OUT035,2004,Small,Tier 2,Supermarket Type1,3361.62
NCW41,18,Low Fat,0.015375557,Health and Hygiene,156.96,OUT027,1985,Medium,Tier 3,Supermarket Type3,4278.43
FDG33,5.365,Regular,0.140458316,Seafood,169.78,OUT049,1999,Medium,Tier 1,Supermarket Type1,3263.75
NCO05,7.27,Low Fat,0.046333982,Health and Hygiene,97.24,OUT027,1985,Medium,Tier 3,Supermarket Type3,2660.54
FDH53,20.5,Regular,0,Frozen Foods,82.86,OUT035,2004,Small,Tier 2,Supermarket Type1,908.15
FDR49,8.71,Low Fat,0.139228412,Canned,49.54,OUT046,1997,Small,Tier 1,Supermarket Type1,1198.44
FDF33,7.97,Low Fat,0,Seafood,109.46,OUT027,1985,Medium,Tier 3,Supermarket Type3,1833.61
FDQ51,16,Regular,0,Meat,48.17,OUT017,2007,Small,Tier 2,Supermarket Type1,756.35
FDZ38,17.6,Low Fat,0.00799436,Dairy,171.64,OUT013,1987,High,Tier 3,Supermarket Type1,3793.73
FDV52,20.7,Regular,0.121767168,Frozen Foods,118.95,OUT045,2002,Small,Tier 2,Supermarket Type1,353.54
FDM50,13,Regular,0.030083482,Canned,61.92,OUT035,2004,Small,Tier 2,Supermarket Type1,1557.97
FDV60,20.2,Regular,0.118025091,Baking Goods,195.81,OUT017,2007,Small,Tier 2,Supermarket Type1,2553.34
FDG60,20.35,Low Fat,0.060649213,Baking Goods,232.76,OUT013,1987,High,Tier 3,Supermarket Type1,2812.34
FDN13,18.6,Low Fat,0.151931742,Breakfast,101.14,OUT013,1987,High,Tier 3,Supermarket Type1,1105.89
DRN59,15,Low Fat,0.063831013,Hard Drinks,46.21,OUT027,1985,Medium,Tier 3,Supermarket Type3,1304.97
FDU02,13.35,Low Fat,0.103091351,Dairy,229.94,OUT017,2007,Small,Tier 2,Supermarket Type1,2519.39
FDZ58,17.85,Low Fat,0.052389407,Snack Foods,120.91,OUT018,2009,Medium,Tier 3,Supermarket Type2,2817.67
NCQ38,16.35,Low Fat,0.013355306,Others,105.53,OUT013,1987,High,Tier 3,Supermarket Type1,2024.03
FDF39,14.85,Regular,0.019550858,Dairy,263.79,OUT045,2002,Small,Tier 2,Supermarket Type1,4207.86
FDT03,21.25,Low Fat,0.01005532,Meat,183.16,OUT017,2007,Small,Tier 2,Supermarket Type1,2756.41
FDN09,14.15,Low Fat,0.034845668,Snack Foods,242.78,OUT013,1987,High,Tier 3,Supermarket Type1,3167.88
FDJ02,17.2,Regular,0.025162022,Canned,145.94,OUT035,2004,Small,Tier 2,Supermarket Type1,1765.7
FDN44,13.15,Low Fat,0.022685222,Fruits and Vegetables,161.59,OUT027,1985,Medium,Tier 3,Supermarket Type3,4314.38
FDQ34,10.85,Low Fat,0.162571649,Snack Foods,107.46,OUT045,2002,Small,Tier 2,Supermarket Type1,529.31
FDX31,20.35,Regular,0.014825605,Fruits and Vegetables,233.3,OUT046,1997,Small,Tier 1,Supermarket Type1,4206.52
NCH55,16.35,Low Fat,0.058034349,Household,124.8,OUT010,1998,Medium,Tier 3,Grocery Store,253
DRM47,9.3,Low Fat,0.043785694,Hard Drinks,191.68,OUT046,1997,Small,Tier 1,Supermarket Type1,3057.35
DRL01,19.5,Regular,0.076798609,Soft Drinks,231.9,OUT027,1985,Medium,Tier 3,Supermarket Type3,8413.05
FDO12,15.75,Low Fat,0.055241242,Baking Goods,196.55,OUT017,2007,Small,Tier 2,Supermarket Type1,3131.92
NCK30,14.85,Low Fat,0.061102235,Household,253.27,OUT045,2002,Small,Tier 2,Supermarket Type1,2283.03
FDP16,18.6,Low Fat,0.039517121,Frozen Foods,243.68,OUT017,2007,Small,Tier 2,Supermarket Type1,5896.32
NCG06,16.35,Low Fat,0.029565309,Household,256.46,OUT018,2009,Medium,Tier 3,Supermarket Type2,515.33
FDX36,9.695,Regular,0.128283243,Baking Goods,226.14,OUT046,1997,Small,Tier 1,Supermarket Type1,3375.61
