Item_Identifier,Outlet_Identifier,Item_Visibility,Item_MRP,Item_Outlet_Sales
FDC51,OUT017,0.009676286,122.87299999999999,3448.84
FDC11,OUT046,0.141792841,89.7172,1159.82
FDC59,OUT027,0.05436436,63.8168,958.75
FDE14,OUT018,0.031573246,99.47,299.61
NCT41,OUT013,0.055943697,150.6024,2428.84
FDP52,OUT035,0.05662248400000001,229.201,3215.81
DRA24,OUT010,0.066831682,163.8868,327.57
FDC40,OUT049,0.06516504599999999,79.3986,856.88
NCA42,OUT013,0.020980975000000002,159.4604,3169.21
FDT27,OUT045,0.069728296,233.9616,1406.17
NCW54,OUT045,0.09660879,56.9588,744.36
DRB13,OUT013,0.007038478000000001,189.253,3605.31
FDY02,OUT019,0.153456703,264.091,262.99
FDS59,OUT045,0.043982464000000006,110.65700000000001,2966.14
FDR49,OUT035,0.139202085,46.1376,383.5
FDY40,OUT018,0.08618464699999999,50.9692,394.15
FDL48,OUT035,0.082250863,48.7034,534.64
DRI01,OUT027,0.034286109,173.1422,5000.82
FDZ52,OUT018,0.100482186,111.8886,1667.83
FDK32,OUT049,0.049051717,152.4682,2439.49
FDK51,OUT013,0.005230785999999999,265.1884,5034.78
FDP28,OUT035,0.08062523,259.6936,2087.95
DRZ24,OUT046,0.081787519,120.844,2157.19
FDG04,OUT019,0.010615026000000001,185.1898,374.18
FDF58,OUT027,0.009534758,64.551,1201.77
FDI21,OUT046,0.056602818,63.2168,1725.75
FDZ43,OUT035,0.057047756,240.4512,7028.18
FDI57,OUT049,0.05410964,195.0768,1970.77
FDV03,OUT045,0.058209079000000004,153.6314,5274.47
FDT12,OUT010,0.083056555,224.4062,225.71
FDF29,OUT018,0.020015391,128.83100000000002,1817.63
FDU02,OUT013,0.102426197,230.6352,5725.88
FDD23,OUT049,0.048761223,186.5898,5238.51
FDN04,OUT035,0.012086862571428571,179.2344,2141.21
FDG29,OUT035,0.056281276,40.3454,796.96
FDK51,OUT010,0.008762556,266.6884,264.99
FDB53,OUT049,0.139669224,147.6392,1938.81
DRI23,OUT017,0.13797299300000002,158.4578,1444.12
FDP57,OUT046,0.04207663860000001,102.999,2992.77
FDY57,OUT017,0.12194009900000001,95.3752,1150.5
NCT42,OUT049,0.024926012999999997,149.9392,1491.39
FDZ21,OUT027,0.039031927,95.641,1737.74
FDC50,OUT017,0.13727,94.4094,1904.19
FDT40,OUT045,0.095989602,127.3678,508.67
FDD50,OUT017,0.142443405,170.4132,4396.94
DRI23,OUT049,0.137410256,161.7578,1604.58
FDQ46,OUT017,0.104400238,113.5544,894.84
NCW06,OUT035,0.0471745564,190.8162,3271.08
NCX06,OUT018,0.015750947,182.5976,1629.88
NCE19,OUT013,0.092937216,54.6956,764.34
FDI60,OUT013,0.03828933,64.751,126.5
FDC47,OUT019,0.20816215600000001,228.1694,228.37
FDE02,OUT017,0.121936216,94.4778,2628.58
FDE11,OUT018,0.135646297,186.0924,3516.76
FDP11,OUT045,0.069240685,217.5166,653.15
FDB08,OUT017,0.03127929,160.3578,2406.87
FDL48,OUT027,0.08186804,46.8034,1069.27
FDH26,OUT049,0.034753686,141.5496,1976.09
FDI33,OUT045,0.028476451,91.0146,1368.22
FDQ26,OUT046,0.067872402,57.8562,355.54
FDN03,OUT019,0.026420581000000002,250.9408,1001.36
FDO13,OUT045,0.061183503,164.5526,1644.53
NCJ29,OUT049,0.035247642,84.7224,1619.23
FDE52,OUT027,0.02974207,88.9514,3453.5
FDA52,OUT035,0.128397995,178.33700000000002,1411.5
FDF57,OUT049,0.058918844000000005,169.7448,3238.45
NCO26,OUT013,0.07679167099999999,116.4492,2316.98
DRL59,OUT035,0.021220113,55.1298,1240.39
FDC60,OUT019,0.20042639999999998,88.8514,265.65
DRD25,OUT027,0.07858962900000001,113.286,2716.46
FDB26,OUT035,0.031261582999999996,52.56399999999999,639.17
FDK51,OUT046,0.005235143,265.8884,2649.88
FDE53,OUT017,0.027032204,106.32799999999999,852.22
FDV24,OUT010,0.172856719,148.205,449.42
FDI34,OUT017,0.08561751699999999,229.3668,2303.67
FDL36,OUT010,0.127334766,88.28299999999999,89.88
NCA54,OUT046,0.036641597000000005,178.7318,1263.02
FDI38,OUT045,0.014656563999999999,208.5638,2277.7
FDG31,OUT013,0.037864853999999996,63.0826,322.91
FDA21,OUT049,0.036016619,186.3924,1295.65
FDI09,OUT049,0.12953868,240.28799999999998,2396.88
FDI20,OUT013,0.038531668,210.6586,5487.52
DRI51,OUT045,0.039978135500000005,171.5764,4637.96
DRZ11,OUT027,0.112119359,123.0388,1981.42
FDY07,OUT027,0.052234102857142854,45.9402,872.86
FDC58,OUT013,0.041907414,43.8428,175.77
NCC30,OUT013,0.027556247000000002,176.6344,1962.78
FDY03,OUT013,0.07605848400000001,111.8202,2025.36
FDZ44,OUT046,0.038729057000000004,117.1808,1874.89
FDP28,OUT045,0.080804019,261.1936,2348.94
DRD15,OUT049,0.056884225,231.9642,3020.73
FDL08,OUT017,0.050000257,243.9144,4655.27
FDP25,OUT046,0.021207518999999998,219.4824,1747.06
DRK59,OUT045,0.07140688966666668,232.9616,2812.34
DRJ24,OUT035,0.113307794,187.0924,1850.92
FDU33,OUT010,0.225476528,45.1402,45.94
FDX47,OUT017,0.034800079,157.5288,1571.29
FDR46,OUT013,0.139301634,144.976,2783.04
FDZ56,OUT027,0.025612347999999997,168.2474,3200.5
NCO26,OUT017,0.077290355,116.9492,2316.98
FDV38,OUT035,0.1017546,55.1956,491.36
FDL13,OUT010,0.09426573699999999,233.93,233.03
FDD57,OUT013,0.022380952000000003,93.6094,476.05
FDE46,OUT013,0.01575657,153.1366,3173.87
FDB28,OUT010,0.156307983,196.3426,790.97
FDC41,OUT010,0.195688803,77.367,153.13
DRI23,OUT045,0.13747519,158.6578,3369.61
FDL33,OUT035,0.09446705550000001,197.2452,2348.94
FDS03,OUT046,0.07962861,63.4826,2002.06
NCY18,OUT027,0.03100078,177.0054,2101.26
FDE50,OUT035,0.016202582,188.2556,3379.6
FDT02,OUT035,0.024190156,34.4874,494.02
FDI34,OUT045,0.08530861099999999,230.2668,5759.17
FDO15,OUT035,0.008564925,73.2038,1404.17
DRI39,OUT018,0.09745748300000001,55.393,1018.67
NCO14,OUT013,0.029619202999999997,43.6086,624.52
NCN19,OUT046,0.011614718166666668,189.253,1518.02
DRJ25,OUT045,0.15087286800000002,47.5692,1379.54
FDE10,OUT018,0.09031453,130.5626,1180.46
FDQ08,OUT046,0.018930352,59.4536,857.55
NCQ43,OUT013,0.111209003,107.7912,982.72
FDY57,OUT013,0.121153331,97.3752,958.75
FDQ34,OUT017,0.163160327,107.4622,1693.8
NCG19,OUT049,0.148163564,232.7616,1874.89
FDI33,OUT027,0.028281197,90.2146,3648.58
FDW27,OUT046,0.15085330800000002,156.0314,2016.71
FDH04,OUT017,0.011437302,92.4488,1358.23
FDZ39,OUT046,0.018024769,104.499,1031.99
NCK19,OUT035,0.090448534,194.5478,774.99
FDY20,OUT046,0.08175276,89.0488,1267.68
FDN39,OUT010,0.10966769800000001,166.0816,671.13
NCY41,OUT046,0.075735621,34.5532,323.58
NCN14,OUT046,0.091917786,182.7608,1837.61
FDR07,OUT010,0.130127365,96.2094,190.42
FDW49,OUT013,0.08248351599999999,179.2002,2865.6
FDN23,OUT046,0.075507758,146.4444,1596.59
FDS33,OUT017,0.12412675599999999,88.9514,2125.23
FDY36,OUT049,0.009425158000000001,74.83800000000001,1538.0
FDH20,OUT045,0.024999711,97.84100000000001,1255.03
FDR15,OUT019,0.05854560599999999,155.8314,310.26
NCP50,OUT017,0.020676141000000002,80.6618,1208.43
FDS40,OUT010,0.02346559,35.219,36.62
FDG38,OUT046,0.05272914,86.4224,1022.67
NCO18,OUT013,0.024630755,178.2686,2666.53
NCO54,OUT046,0.014274292,55.6614,718.4
NCW18,OUT035,0.059313603,238.1248,4266.45
FDB36,OUT035,0.048518008,132.9626,2360.93
FDJ45,OUT013,0.073349552,34.2216,934.78
FDP60,OUT027,0.055648052,100.3016,2833.64
DRD12,OUT013,0.077129323,92.7146,1733.08
FDR47,OUT018,0.08782496699999999,196.0794,1755.71
FDJ10,OUT018,0.13003120699999998,142.4838,561.94
DRC25,OUT013,0.045334097999999996,87.0882,1803.65
NCW54,OUT013,0.096333029,57.8588,1145.18
FDA26,OUT013,0.07385892299999999,218.6482,3723.82
DRF01,OUT035,0.17504710399999998,146.9102,1895.53
NCZ17,OUT010,0.132952286,37.6506,37.95
FDK46,OUT010,0.08614586699999999,258.362,259.66
NCU41,OUT013,0.0520115,190.3846,3630.61
FDV20,OUT035,0.059790095,127.4678,3560.7
FDT15,OUT010,0.071440118,182.295,549.28
DRI25,OUT049,0.03395415,56.4614,773.66
FDA40,OUT046,0.099271209,88.5856,878.86
FDZ15,OUT027,0.020769677,117.5782,2741.1
FDM13,OUT035,0.06316338,132.2626,2098.6
NCM05,OUT046,0.059846975,262.5226,9779.94
FDD38,OUT019,0.014342658999999999,103.7674,203.73
DRI01,OUT010,0.057667172999999995,172.1422,517.33
DRG13,OUT013,0.037155206,166.4526,3782.41
NCT30,OUT049,0.08041772400000001,48.8718,425.45
NCG42,OUT046,0.041227831,129.83100000000002,1947.46
FDB14,OUT027,0.102226474,91.31200000000001,3076.0
FDO27,OUT027,0.178210285,95.7752,3930.88
FDC14,OUT010,0.06904249,41.4454,41.95
FDB49,OUT019,0.052791124,98.5384,591.23
FDZ23,OUT049,0.06760774900000001,188.024,2796.36
FDJ52,OUT017,0.017887474,160.6578,1765.04
FDJ56,OUT017,0.18444042100000002,99.67,3295.71
NCR54,OUT017,0.091074449,196.81099999999998,3338.99
DRF01,OUT046,0.169746650375,147.5102,1166.48
DRK12,OUT049,0.04195143900000001,32.49,865.54
FDL58,OUT013,0.074087369,264.9568,6855.08
FDD44,OUT013,0.0654787045,257.5646,5153.29
FDT50,OUT018,0.10867990599999999,95.6752,1246.38
DRM23,OUT017,0.136500981,173.3422,4138.61
NCM31,OUT045,0.081361288,141.9154,2694.49
FDY21,OUT010,0.13728316933333332,197.21099999999998,196.41
FDR22,OUT049,0.018591464,112.9544,1342.25
NCV06,OUT018,0.066952965,192.0478,3099.96
FDR45,OUT017,0.029107004,240.5222,4541.42
FDH60,OUT049,0.06393948633333334,194.41099999999997,5106.69
FDR08,OUT019,0.06587293599999999,113.1886,111.19
FDA47,OUT018,0.117149075,164.12099999999998,1794.33
FDS37,OUT049,0.031994534,114.3492,1853.59
FDF12,OUT018,0.08276363,146.5076,1625.88
FDP24,OUT046,0.083004078,119.4756,1090.58
FDU20,OUT049,0.021490911,122.1098,2892.24
FDW44,OUT010,0.058835927999999996,170.2448,170.44
FDY39,OUT010,0.07871639,183.5608,551.28
DRD37,OUT045,0.013869808999999999,47.406000000000006,978.73
FDZ35,OUT035,0.022274264,101.699,2992.77
FDB50,OUT046,0.15361856599999998,79.6986,1480.07
FDY10,OUT018,0.049267759,113.0176,2862.94
FDK41,OUT017,0.12826315,83.4224,681.78
FDL24,OUT045,0.02494708,172.3422,5690.59
FDZ07,OUT010,0.157154813,62.2194,185.76
DRI03,OUT017,0.022832115,176.7028,1416.82
FDW56,OUT046,0.070900282,192.6162,5580.07
FDR20,OUT045,0.028180788999999998,46.8744,905.49
FDC50,OUT046,0.136497913,96.3094,2856.28
NCX05,OUT010,0.162462044,117.6492,347.55
FDU23,OUT046,0.020842572875,164.7184,3962.84
FDN45,OUT035,0.118080437,222.6088,6040.14
FDQ51,OUT027,0.017466284,45.4718,1323.61
FDH21,OUT027,0.031073804,157.5604,5704.57
DRZ11,OUT017,0.11330222300000001,125.1388,1114.55
NCI43,OUT046,0.025968706,49.5376,1006.69
DRF03,OUT045,0.045400017,38.8138,690.43
NCF30,OUT017,0.126958147,125.8362,2516.72
FDB12,OUT046,0.105307659,102.0648,1038.65
FDW19,OUT046,0.038500421,110.757,1208.43
FDB45,OUT045,0.02137305,103.3306,522.65
FDY55,OUT027,0.050892574625000006,255.7988,9251.96
FDK40,OUT010,0.015615496000000001,263.291,525.98
FDU11,OUT018,0.09297084,122.0098,2048.67
FDP33,OUT027,0.088839949,254.2672,10993.69
FDN49,OUT010,0.209600084,40.348,39.95
FDR15,OUT045,0.033505804,153.4314,2482.1
FDO38,OUT045,0.072986772,78.8986,1635.87
DRC24,OUT017,0.024961677,153.1998,3383.6
NCU17,OUT027,0.092433518,101.6674,1426.14
FDK22,OUT035,0.026081567000000003,217.585,4327.7
DRP35,OUT013,0.09079168,127.1336,3579.34
NCL29,OUT035,0.11391788900000001,158.2604,2693.83
FDG53,OUT049,0.045928229,138.118,1957.45
DRM23,OUT013,0.135620265,172.9422,2931.52
FDR09,OUT035,0.077709902,259.6962,5438.92
NCJ30,OUT010,0.13497562800000001,170.579,509.34
FDZ04,OUT046,0.037955094,62.151,1201.77
FDM10,OUT045,0.076125668,214.0218,2564.66
FDR21,OUT049,0.067039526,178.33700000000002,1411.5
DRJ49,OUT045,0.014021626,127.1652,1291.65
FDJ15,OUT049,0.023358737999999997,184.4608,4042.74
FDO34,OUT035,0.029933275,169.0816,5201.23
NCG30,OUT027,0.111777297,124.6046,2863.61
FDS60,OUT046,0.032448523,177.86599999999999,1078.6
FDX57,OUT046,0.047266210999999995,97.0068,1846.93
FDS40,OUT049,0.01404119,38.419000000000004,476.05
FDT08,OUT013,0.04917754,151.805,2696.49
NCN29,OUT010,0.020280476000000002,49.1034,194.41
FDY27,OUT045,0.031962866,178.0344,535.3
NCR29,OUT027,0.054376275,56.293,2546.68
FDZ02,OUT010,0.06385097099999999,97.2726,195.75
FDP40,OUT019,0.060154967999999996,110.1544,111.85
FDE11,OUT027,0.134441765,183.9924,6478.23
DRL35,OUT013,0.03067808,44.777,605.88
FDD56,OUT035,0.103758647,177.0054,2976.79
FDO39,OUT027,0.13670167800000002,182.1608,5880.35
FDG32,OUT019,0.308145448,222.0772,889.51
FDU50,OUT027,0.07480619599999999,112.9176,3435.53
FDX24,OUT035,0.013926425,93.0462,1110.55
NCN43,OUT013,0.006754117,122.17299999999999,2586.63
FDK34,OUT018,0.03211726016666666,238.7564,1906.85
NCN41,OUT046,0.052209303,122.37299999999999,2586.63
FDW16,OUT049,0.041538713,93.1804,1378.21
FDP46,OUT019,0.13064231,88.383,89.88
NCD07,OUT013,0.055382615999999996,115.0518,683.11
FDG44,OUT046,0.08100864216666667,54.1298,1348.24
FDC20,OUT019,0.041970938,55.4272,111.85
FDB23,OUT013,0.005583951,226.9062,4514.12
DRK59,OUT018,0.075757177,233.8616,937.45
FDT31,OUT049,0.012467648000000001,188.1872,2458.13
FDB15,OUT018,0.137368051,264.3568,4745.82
FDI56,OUT027,0.092933158,91.0146,3466.15
NCQ17,OUT017,0.117593973,154.463,2503.41
FDH44,OUT017,0.026018497,148.2418,3089.98
FDP40,OUT049,0.034410585,111.3544,1342.25
NCR17,OUT027,0.02426524,114.0492,3938.87
NCO53,OUT017,0.17617540199999998,184.0608,2021.37
FDG38,OUT010,0.088257771,84.1224,170.44
FDO01,OUT049,0.020750867,128.7994,1927.49
NCQ43,OUT045,0.11152734800000001,110.2912,873.53
FDU47,OUT018,0.114318263,142.2838,421.45
FDZ02,OUT017,0.038363204,98.1726,587.24
FDS04,OUT010,0.245483691,141.8838,280.97
FDQ31,OUT049,0.05393093400000001,87.3856,878.86
FDT57,OUT027,0.018942606,236.0248,6636.69
FDK50,OUT013,0.028339599,162.4894,1779.68
FDB49,OUT046,0.030151351,98.7384,492.69
FDN56,OUT045,0.107274301,145.5786,3900.92
FDU02,OUT049,0.10267088199999999,228.6352,3435.53
FDK26,OUT046,0.032177405,185.424,5219.87
DRA24,OUT027,0.039734882,165.7868,4913.6
FDF53,OUT013,0.083536989,180.3318,4149.93
NCZ30,OUT049,0.026225692999999998,119.0098,2530.71
FDF14,OUT017,0.0273235,151.934,1837.61
FDU40,OUT045,0.03747983,192.7478,2131.23
NCL18,OUT017,0.168531813,192.5136,2916.2
FDP25,OUT018,0.021293909,218.4824,1528.68
NCV05,OUT045,0.030269774,152.4656,2934.85
FDV49,OUT035,0.025822315,262.7226,3171.87
FDJ56,OUT049,0.18368816100000002,100.27,998.7
FDI40,OUT035,0.125579201,99.7358,1105.89
NCK05,OUT027,0.077079177,61.5536,918.8
NCI43,OUT018,0.026074491,48.6376,575.25
NCE42,OUT013,0.010593469,234.2958,3739.13
FDP40,OUT046,0.034357169,112.6544,2684.51
FDU40,OUT035,0.037396901,193.8478,2712.47
DRK47,OUT013,0.064011067,230.2694,4567.39
FDR32,OUT045,0.085981978,228.4694,5480.87
FDS43,OUT027,0.040318692999999996,186.22400000000002,5033.45
FDH50,OUT045,0.161762835,185.9266,2581.97
FDZ09,OUT046,0.10487896699999999,164.8868,2456.8
FDS19,OUT010,0.10746981900000001,77.8012,227.7
NCU30,OUT035,0.034868095,163.821,2120.57
FDI27,OUT045,0.046079575,43.5744,407.47
FDQ09,OUT013,0.058083830999999995,113.6834,230.37
FDB35,OUT046,0.064618976,89.8804,1286.33
DRD12,OUT035,0.077178965,93.1146,2189.15
FDW07,OUT049,0.142910689,89.6514,1859.58
DRE13,OUT013,0.027682047,85.5198,1744.4
FDR11,OUT035,0.142511272,158.7578,2246.41
DRG36,OUT045,0.09557165,171.0106,4106.65
DRD37,OUT010,0.02316823,47.506,186.42
FDX03,OUT013,0.061045133,44.7744,181.1
FDU46,OUT045,0.011148865,84.854,778.99
FDV03,OUT046,0.058091269,156.2314,2947.5
FDZ37,OUT027,0.019672774,86.4198,1918.84
FDI24,OUT013,0.07867827599999999,177.037,3705.18
FDX33,OUT049,0.117667492,159.5578,1283.66
FDG47,OUT018,0.069902438,261.3252,3410.23
FDZ57,OUT035,0.037757166,126.7994,1284.99
FDT04,OUT035,0.107021498,40.5822,785.64
FDO49,OUT027,0.032892112,49.3008,1518.02
NCB43,OUT017,0.10047746099999999,187.7898,2245.08
NCL53,OUT035,0.036228067,175.2028,4427.57
FDM01,OUT013,0.094488485,100.7332,1230.4
FDO12,OUT018,0.055154296,195.5452,1174.47
FDO13,OUT019,0.106907604,162.8526,493.36
FDI04,OUT045,0.073060301,196.2426,2570.65
NCK05,OUT035,0.077439606,60.6536,980.06
FDP28,OUT018,0.080968973,259.7936,2609.94
FDJ44,OUT049,0.106492562,176.3396,1395.52
FDS25,OUT027,0.139330557,109.5228,3426.21
FDC02,OUT046,0.068822477,258.3278,7028.85
FDT23,OUT013,0.074669288,76.3986,1402.17
NCD31,OUT010,0.025834127999999998,165.1526,164.45
FDV19,OUT013,0.035227697,159.5578,2085.95
NCQ30,OUT019,0.050901814000000004,120.5414,365.52
NCD18,OUT018,0.07296514400000001,231.3668,4607.34
FDL10,OUT046,0.039492207,97.3042,1091.25
FDX20,OUT035,0.042552205,225.172,3395.58
FDM32,OUT013,0.020587886,89.583,1797.66
FDR09,OUT010,0.130095044,257.2962,517.99
FDL34,OUT027,0.040747616,140.2496,4093.34
NCK42,OUT045,0.013146636000000001,214.5192,2804.35
FDU23,OUT045,0.02176755,164.6184,3797.72
DRI01,OUT018,0.027925476857142858,172.0422,5690.59
FDG16,OUT049,0.08995645,217.1192,3235.79
FDY56,OUT018,0.06266564200000001,225.6062,1579.94
FDO24,OUT035,0.176182345,158.1604,1901.52
NCV29,OUT046,0.022843501000000002,177.8686,4621.98
FDQ48,OUT046,0.034411238,98.6726,782.98
FDU15,OUT017,0.020725321833333334,36.6532,755.02
FDS47,OUT035,0.128861359,86.2856,1406.17
FDO50,OUT049,0.078290271,93.1804,1194.45
FDW48,OUT035,0.008539208000000001,81.2618,402.81
FDV20,OUT010,0.100095288,125.2678,127.17
FDW47,OUT049,0.046447327999999996,121.5414,2436.83
FDA07,OUT027,0.030794774,122.9072,4532.77
FDZ16,OUT027,0.159081735,193.5478,4649.95
FDN09,OUT027,0.034705807000000005,241.6828,4873.66
FDB50,OUT017,0.154487495,77.2986,1246.38
NCL06,OUT049,0.07217867900000001,262.9594,5233.19
DRG03,OUT027,0.061686402,153.9998,5229.19
DRM59,OUT045,0.003599378,152.2998,3076.0
FDU25,OUT017,0.026832182000000003,57.3246,1332.27
NCU42,OUT017,0.019616991,169.6474,2526.71
FDH21,OUT010,0.05226427,158.4604,158.46
DRO47,OUT035,0.112203445,111.786,1697.79
FDC44,OUT027,0.17176107699999998,115.7518,5351.03
NCL29,OUT045,0.11417050599999999,158.9604,1743.06
FDL48,OUT046,0.08226641900000001,48.8034,340.22
FDJ21,OUT018,0.038685176,146.6102,2770.39
FDT40,OUT046,0.095795326,128.4678,508.67
NCD43,OUT010,0.026814123999999998,103.7964,210.39
FDM28,OUT046,0.045203854,180.266,1617.89
FDR35,OUT046,0.020697723,198.8742,5773.15
NCP17,OUT018,0.027827268,65.6168,383.5
FDT23,OUT045,0.074883035,79.8986,1090.58
FDX15,OUT046,0.156298858,162.1578,1283.66
NCU42,OUT027,0.019412191999999998,166.5474,4379.63
FDV23,OUT027,0.105324246,125.7046,3237.12
FDY34,OUT019,0.019227816000000002,163.9842,331.57
FDE16,OUT010,0.044093978,208.3954,1041.98
FDV60,OUT045,0.117599259,195.31099999999998,3338.99
FDQ44,OUT046,0.036140297,120.0756,2302.34
FDZ09,OUT013,0.10479168900000001,165.2868,3111.95
FDW36,OUT049,0.057021155999999996,106.8622,2011.38
NCZ30,OUT027,0.026058181,121.9098,3374.27
FDL09,OUT045,0.12829573,167.2816,2013.38
FDE05,OUT017,0.03263762,147.7102,1895.53
DRO35,OUT017,0.034765901,114.2492,1853.59
FDN60,OUT017,0.09569633400000001,159.7604,2693.83
NCZ29,OUT046,0.071371458,125.2362,1384.2
FDX08,OUT018,0.022696131,179.9318,2706.48
FDZ16,OUT010,0.267565911,194.1478,1162.49
DRL37,OUT013,0.053327763,44.477,865.54
FDL21,OUT035,0.007145063,41.048,479.38
FDW10,OUT017,0.071076055,174.83700000000002,5469.55
FDB53,OUT035,0.139426044,148.3392,3877.62
DRM49,OUT035,0.151925271,46.6086,624.52
NCD06,OUT049,0.099479703,44.906000000000006,652.48
FDN10,OUT027,0.045900447999999996,118.9124,2844.3
FDS13,OUT019,0.21799414,266.5884,1324.94
FDH38,OUT049,0.010454459000000001,115.6808,1406.17
FDY21,OUT027,0.17264121300000002,195.111,5303.1
FDT60,OUT045,0.075701524,124.6388,2105.26
DRZ24,OUT049,0.081914677,120.344,3835.01
FDW56,OUT049,0.071010513,190.9162,5195.24
FDG57,OUT045,0.072444983,48.6034,194.41
FDY14,OUT013,0.06998190900000001,263.0226,6079.42
FDS19,OUT017,0.06457046,76.2012,1669.83
FDX01,OUT035,0.024159767000000002,114.715,815.6
FDV32,OUT017,0.089210159,64.251,1328.27
DRI39,OUT017,0.097611115,54.893,679.12
NCU05,OUT018,0.058975504000000005,81.7618,966.74
NCA29,OUT017,0.027430696,171.1106,3593.32
FDO10,OUT019,0.010637448625,58.7588,400.81
DRL47,OUT045,0.038815341,124.2362,1887.54
FDA50,OUT019,0.152632413,98.441,96.54
FDU23,OUT027,0.021618297,167.1184,2476.78
FDR27,OUT018,0.096491904,134.4942,1854.92
DRH36,OUT017,0.033568871,74.9696,2162.52
FDZ51,OUT013,0.054507422,96.3094,666.47
FDQ40,OUT019,0.063079544,175.7712,351.54
FDB17,OUT019,0.06420812599999999,180.1976,181.1
FDQ16,OUT017,0.041974489000000004,108.6912,2183.82
FDG09,OUT017,0.048207430999999995,188.0556,2065.31
DRI59,OUT017,0.041065647000000004,223.5088,4697.88
FDH47,OUT013,0.128709014,96.1068,1846.93
FDA21,OUT046,0.03596071,186.3924,1665.83
NCO05,OUT013,0.046520703,97.7384,591.23
NCL31,OUT019,0.210596485,144.747,143.15
NCH42,OUT017,0.03674399,231.201,6201.93
FDG57,OUT013,0.072238195,47.5034,972.07
NCQ50,OUT027,0.034141213,211.9218,3419.55
FDK24,OUT045,0.101500374,45.2744,679.12
DRG39,OUT049,0.042246575,54.2982,1104.56
FDX46,OUT035,0.058105769,60.4562,1777.69
FDY01,OUT013,0.170141787,116.7834,2303.67
FDJ40,OUT035,0.049579883,110.0912,1965.44
FDS01,OUT049,0.01713098757142857,178.2686,1955.45
FDJ09,OUT017,0.058725134000000005,43.6744,407.47
FDT49,OUT049,0.13259144074999998,105.62799999999999,1384.86
FDW50,OUT049,0.075695552,168.4158,1504.04
FDV39,OUT017,0.007321067,197.7426,2570.65
FDY36,OUT017,0.009463757,73.83800000000001,1245.05
NCE18,OUT013,0.021407511,248.175,3495.45
FDB05,OUT019,0.145669556,247.2776,743.03
FDK14,OUT018,0.041273236,82.4934,982.72
FDP10,OUT046,0.128090139,107.0622,1376.21
FDC45,OUT035,0.135707553,172.5106,2053.33
FDS48,OUT035,0.027774002000000002,152.3708,3159.89
FDX04,OUT019,0.07278643,49.4376,191.75
FDQ20,OUT027,0.029640603999999997,40.8138,1543.32
FDU13,OUT045,0.18793900300000002,146.9418,1029.99
NCR53,OUT013,0.14492016,224.4404,1800.32
FDN49,OUT049,0.125419157,40.048,399.48
FDR31,OUT013,0.049121972,144.6102,2916.2
DRI03,OUT027,0.01918342775,175.3028,3719.16
FDL58,OUT046,0.07414907400000001,262.2568,5273.14
NCJ05,OUT013,0.04604992,151.9682,3354.3
FDS10,OUT017,0.035384612,180.3318,3428.2
FDK34,OUT027,0.038340116,240.1564,7150.69
FDW48,OUT019,0.007481172749999999,81.8618,161.12
FDE08,OUT027,0.049080853,147.7734,4602.68
NCH06,OUT027,0.076183667,245.646,3695.19
FDV08,OUT018,0.028711412000000002,39.9454,377.51
FDQ15,OUT046,0.14275146349999998,81.6276,1787.01
FDL56,OUT027,0.12517151,88.9198,3139.91
DRC12,OUT046,0.037826873,189.7188,2285.03
FDX49,OUT013,0.101747034,231.33,4660.6
FDJ09,OUT035,0.04181470642857143,47.2744,679.12
FDN23,OUT027,0.075142108,145.8444,3773.75
DRD01,OUT018,0.061424738,56.7614,1049.97
FDS43,OUT045,0.040597054,187.324,1864.24
FDY48,OUT019,0.041556697000000004,104.4332,307.6
FDU12,OUT010,0.126791761,262.1568,527.31
FDX33,OUT046,0.11748483400000001,158.5578,2406.87
FDH45,OUT018,0.106097275,43.2796,123.84
FDJ10,OUT013,0.129395895,140.3838,1826.29
FDX32,OUT018,0.10026502699999999,142.5786,3323.01
DRG51,OUT049,0.011557563,165.3526,3453.5
NCB31,OUT018,0.119157788,263.791,2103.93
FDW47,OUT010,0.077622622,121.8414,243.68
FDT20,OUT027,0.041194986,39.1164,1235.72
FDI34,OUT046,0.08513595300000001,232.3668,3685.87
FDH56,OUT010,0.10681691900000001,114.2492,463.4
DRJ47,OUT013,0.04421348,173.408,1038.65
FDP04,OUT027,0.013745883,62.0168,1534.0
NCZ06,OUT049,0.09430805800000001,251.8698,3551.38
FDY37,OUT045,0.026622757,144.247,3149.23
FDO46,OUT049,0.014234595,190.2872,4727.18
FDI10,OUT049,0.078526225,173.5422,5000.82
NCT42,OUT018,0.0249887,150.3392,447.42
FDE29,OUT018,0.143712172,60.2878,1151.17
FDQ11,OUT027,0.067373081,258.8988,3083.99
FDS20,OUT013,0.053822086,183.8292,2554.01
FDR26,OUT018,0.043011277,177.2028,3364.95
NCH43,OUT019,0.123557061,216.6192,215.72
FDO25,OUT018,0.127968205,209.627,3984.81
FDB40,OUT018,0.007570599,144.6102,2187.15
FDB14,OUT019,0.09795261257142858,92.31200000000001,372.85
FDW23,OUT035,0.081996785,40.1164,540.63
FDZ23,OUT018,0.067777778,186.924,3169.21
FDX35,OUT017,0.080362549,229.0036,4326.37
FDX24,OUT046,0.013929058999999999,94.1462,2221.11
DRG15,OUT017,0.077169953,63.0536,1225.07
FDY60,OUT046,0.0246654644,143.3128,1438.13
FDK02,OUT018,0.112681821,119.14399999999999,3235.79
